crop_path,species_name,source_tile,orthomosaic_id,bbox_coco,annotation_id,remapped_label,split
GBHEA/GBHEA_013120.png,GBHEA,OM_017/tiles/OM_017_08000_09000.png,OM_017,"[48.0, 236.0, 94.0, 103.0]",13120,GBHE_ADULT,train
GBHEA/GBHEA_013015.png,GBHEA,OM_017/tiles/OM_017_02500_07500.png,OM_017,"[484.0, 244.0, 16.0, 37.0]",13015,GBHE_ADULT,train
GBHEA/GBHEA_012728.png,GBHEA,OM_017/tiles/OM_017_08000_01500.png,OM_017,"[0, 415.0, 16.0, 85.0]",12728,GBHE_ADULT,train
GBHEA/GBHEA_013058.png,GBHEA,OM_017/tiles/OM_017_03500_08000.png,OM_017,"[7.0, 158.0, 121.0, 53.0]",13058,GBHE_ADULT,train
GBHEA/GBHEA_012761.png,GBHEA,OM_017/tiles/OM_017_08000_02000.png,OM_017,"[0, 0, 16.0, 11.0]",12761,GBHE_ADULT,train
GBHEA/GBHEA_012699.png,GBHEA,OM_017/tiles/OM_017_01500_01500.png,OM_017,"[371.0, 0, 97.0, 29.0]",12699,GBHE_ADULT,train
GBHEA/GBHEA_012678.png,GBHEA,OM_017/tiles/OM_017_01500_01000.png,OM_017,"[382.0, 24.0, 71.0, 127.0]",12678,GBHE_ADULT,train
GBHEA/GBHEA_012935.png,GBHEA,OM_017/tiles/OM_017_05000_06000.png,OM_017,"[56.0, 195.0, 106.0, 66.0]",12935,GBHE_ADULT,train
GBHEA/GBHEA_012931.png,GBHEA,OM_017/tiles/OM_017_03000_06000.png,OM_017,"[495.0, 230.0, 5.0, 163.0]",12931,GBHE_ADULT,train
GBHEA/GBHEA_012743.png,GBHEA,OM_017/tiles/OM_017_01500_02000.png,OM_017,"[285.0, 0, 61.0, 32.0]",12743,GBHE_ADULT,train
GBHEA/GBHEA_012663.png,GBHEA,OM_017/tiles/OM_017_01000_00500.png,OM_017,"[428.0, 23.0, 72.0, 115.0]",12663,GBHE_ADULT,train
GBHEA/GBHEA_012932.png,GBHEA,OM_017/tiles/OM_017_03500_06000.png,OM_017,"[0, 230.0, 126.0, 163.0]",12932,GBHE_ADULT,train
GBHEA/GBHEA_013062.png,GBHEA,OM_017/tiles/OM_017_06500_08000.png,OM_017,"[285.0, 349.0, 76.0, 105.0]",13062,GBHE_ADULT,train
GBHEA/GBHEA_017456.png,GBHEA,OM_022/tiles/OM_022_07500_04500.png,OM_022,"[62.0, 122.0, 84.0, 65.0]",17456,GBHE_ADULT,train
GBHEA/GBHEA_012760.png,GBHEA,OM_017/tiles/OM_017_07500_02000.png,OM_017,"[446.0, 0, 54.0, 11.0]",12760,GBHE_ADULT,train
GBHEA/GBHEA_012725.png,GBHEA,OM_017/tiles/OM_017_07500_01500.png,OM_017,"[446.0, 415.0, 54.0, 85.0]",12725,GBHE_ADULT,train
GBHEA/GBHEA_013106.png,GBHEA,OM_017/tiles/OM_017_09000_08500.png,OM_017,"[74.0, 213.0, 106.0, 42.0]",13106,GBHE_ADULT,train
GBHEA/GBHEA_012749.png,GBHEA,OM_017/tiles/OM_017_04500_02000.png,OM_017,"[352.0, 282.0, 74.0, 47.0]",12749,GBHE_ADULT,train
GBHEA/GBHEA_013017.png,GBHEA,OM_017/tiles/OM_017_03000_07500.png,OM_017,"[0, 244.0, 36.0, 37.0]",13017,GBHE_ADULT,train
GBHEA/GBHEA_012700.png,GBHEA,OM_017/tiles/OM_017_01500_01500.png,OM_017,"[285.0, 459.0, 61.0, 41.0]",12700,GBHE_ADULT,train
